annee_consommation,meta_categorie_activite,categorie_activite,sous_categorie_activite,nombre_declaration,surface_declaree,consommation_declaree
2020,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Hypermarché (surface de vente supérieure à 2 500 m²),Hypermarché - Réserve et Drive Froid positif,3,10719,2183719
2020,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Hypermarché (surface de vente supérieure à 2 500 m²),Hypermarché - Réserve et Drive température ambiante,103,1108920,242491054
2020,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Hypermarché (surface de vente supérieure à 2 500 m²),Hypermarché - Station service,3,59610,8642711
2020,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Hypermarché (surface de vente supérieure à 2 500 m²),"Hypermarché - Zone de vente - Textile, bazar, maison et bricolage",10,47523,13199280
2020,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Hypermarché (surface de vente supérieure à 2 500 m²),"Hypermarché - Zone de vente Produits de grande consommation (épicerie, boissons, produits d'entretien de la personne et de la maison)",145,1089985,302292693
2020,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Hypermarché (surface de vente supérieure à 2 500 m²),Hypermarché - Zone de vente Produits frais et surgelés - Froid positif et négatif,13,139012,28244693
2020,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Hypermarché (surface de vente supérieure à 2 500 m²),Hypermarché - Zone de vente primeur,4,23318,7373072
2020,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Hypermarché (surface de vente supérieure à 2 500 m²),Stationnement en infrastructure (Sous-sol en ventilation mécanique),4,41981,7720073
2020,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Petit supermarché (surface de vente comprise entre 400 m² et 1 000 m²),Petit supermarché (Valeur par défaut),1122,1319311,398355526
2020,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Petit supermarché (surface de vente comprise entre 400 m² et 1 000 m²),Petit supermarché - Administration et bureaux,5,4446,1646906
2020,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Petit supermarché (surface de vente comprise entre 400 m² et 1 000 m²),Petit supermarché - Réserve et Drive température ambiante,9,17246,2939192
2020,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Petit supermarché (surface de vente comprise entre 400 m² et 1 000 m²),Petit supermarché - Station service,10,12219,3157285
2020,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Petit supermarché (surface de vente comprise entre 400 m² et 1 000 m²),"Petit supermarché - Zone de vente - Textile, bazar, maison et bricolage",4,3974,663566
2020,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Petit supermarché (surface de vente comprise entre 400 m² et 1 000 m²),"Petit supermarché - Zone de vente Produits de grande consommation (épicerie, boissons, produits d'entretien de la personne et de la maison)",92,111198,44674520
2020,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Petit supermarché (surface de vente comprise entre 400 m² et 1 000 m²),Petit supermarché - Zone de vente Produits frais et surgelés - Froid positif et négatif,19,16419,5968536
2020,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Petit supermarché (surface de vente comprise entre 400 m² et 1 000 m²),Petit supermarché - Zone de vente primeur,14,14779,4330289
2020,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Supérette (surface de vente < 400 m²),Supérette (Valeur par défaut),57,17118,5716529
2020,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Supérette (surface de vente < 400 m²),Supérette - Réserve et Drive Froid positif,24,3063,1115082
2020,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Supérette (surface de vente < 400 m²),Supérette - Réserve et Drive température ambiante,3,1607,33885
2020,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Supérette (surface de vente < 400 m²),Supérette - Zone de vente froid positif et négatif,90,32545,17849288
2020,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Supérette (surface de vente < 400 m²),Supérette - Zone de vente hors froid,11,5066,1525674
2020,Commerce alimentaire,Commerces et services de détail - Alimentaire,Commerces et service de détail - Alimentaire (Valeur par défaut),269,57852,19207484
2020,Commerce alimentaire,Commerces et services de détail - Alimentaire,Commerces et service de détail - Alimentaire - Administration et bureaux,9,2569,455741
2020,Commerce alimentaire,Commerces et services de détail - Alimentaire,Commerces et service de détail - Alimentaire - Réserve froid ambiante,9,9791,450939
2020,Commerce alimentaire,Commerces et services de détail - Alimentaire,Commerces et service de détail - Alimentaire - Réserve froid négatif,3,893,689040
2020,Commerce alimentaire,Commerces et services de détail - Alimentaire,Commerces et service de détail - Alimentaire - Réserve froid positif,10,3468,1110985
2020,Commerce alimentaire,Commerces et services de détail - Alimentaire,"Commerces et service de détail - Boucherie, Charcuterie - Zone vente",29,7869,3028649
2020,Commerce alimentaire,Commerces et services de détail - Alimentaire,"Commerces et service de détail - Boulangerie, Pâtisserie - Zone vente",285,79233,64515989
2020,Commerce alimentaire,Commerces et services de détail - Alimentaire,"Commerces et service de détail - Chocolatier, Confiseur - Zone vente",105,18774,2661257
2020,Commerce alimentaire,Commerces et services de détail - Alimentaire,"Commerces et service de détail - Epicerie, Caviste - Zone vente",125,39907,6131070
2020,Commerce alimentaire,Commerces et services de détail - Alimentaire,"Commerces et service de détail - Fromagerie, Crèmerie - Zone vente",3,198,166834
2020,Commerce alimentaire,Commerces et services de détail - Alimentaire,Commerces et service de détail - Primeurs - Zone vente,20,8713,3190184
2020,Commerce alimentaire,Commerces et services de détail - Alimentaire,Commerces et service de détail - Surgelés - Zone vente,184,65714,29813577
2020,Commerce alimentaire,Commerces et services de détail - Alimentaire,Commerces et service de détail - Traiteur - Zone vente,8,2520,427592
2020,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement automobile et Moto,GSS - Equipement automobile et moto (Valeur par défaut),281,523445,41504575
2020,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement automobile et Moto,GSS - Zone ateliers - Equipement automobile et moto,54,348666,84480302
2020,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement automobile et Moto,GSS - Zone de réserve - Equipement automobile et moto,17,55429,3721937
2020,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement automobile et Moto,GSS - Zone de vente - Equipement automobile et moto,50,116868,10883053
2020,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la maison,GSS - Equipement de la maison (Valeur par défaut),572,1572436,166202974
2020,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la maison,GSS - Zone de réserve Equipement de la maison - Température ambiante,55,247095,14826325
2020,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la maison,"GSS - Zone de vente - Ameublement, Cuisines et Salles de bains, Art de la table",315,1489421,114235930
2020,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la maison,GSS - Zone de vente - Electroménager,235,974871,72188168
2020,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la maison,GSS - Zone de vente - Jardinerie,118,339470,33070570
2020,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la maison,GSS - Zone de vente - Luminaires,13,20251,1166080
2020,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la maison,Logistique température ambiante,3,19218,631695
2020,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la personne et loisirs,GSS - Administration et bureaux,5,42411,4369262
2020,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la personne et loisirs,GSS - Equipement de la personne et Loisirs (Valeur par défaut),477,1028831,107258366
2020,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la personne et loisirs,GSS - Zone de réserve Equipement de la personne et loisirs - Température ambiante,7,13836,878350
2020,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la personne et loisirs,"GSS - Zone de vente - Culture, Média et Loisirs (Librairie, téléphonie, produits culturels et technologiques, jeux et loisirs)",235,546092,55625275
2020,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la personne et loisirs,"GSS - Zone de vente - Equipement de la personne (Vêtements , Lingerie, Linge de maison, Chaussures, Maroquinerie et bagages)",248,708867,95788580
2020,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la personne et loisirs,"GSS - Zone de vente - Santé, Soins & Beauté (Pharmacie, Parapharmacie, Opticien, Beauté & bien être, Parfumerie…)",7,9215,410382
2020,Commerce autre,Commerce - Grande Surface Spécialisée - Equipement de la personne et loisirs,GSS - Zone de vente - Sports et Outdoor,142,325893,30959199
2020,Commerce autre,Commerce - Grande Surface de Bricolage,GSB (Valeur par défaut),899,3737397,331939635
2020,Commerce autre,Commerce - Grande Surface de Bricolage,GSB - Administration et bureaux,39,92328,4067774
2020,Commerce autre,Commerce - Grande Surface de Bricolage,GSB - Atelier clients,8,18490,1450639
2020,Commerce autre,Commerce - Grande Surface de Bricolage,GSB - Cours matériaux couverte (espace d'exposition éclairé et non chauffé),176,843700,32110377
2020,Commerce autre,Commerce - Grande Surface de Bricolage,GSB - Cours matériaux non couverte (extérieur - appoint éclairage),97,789262,30867126
2020,Commerce autre,Commerce - Grande Surface de Bricolage,GSB - Réserve température ambiante,1108,3634071,155742193
2020,Commerce autre,Commerce - Grande Surface de Bricolage,GSB - Zone de vente non électro-intensif,866,4454432,304952044
2020,Commerce autre,Commerce - Grande Surface de Bricolage,GSB - Zone de vente électro-intensif (présentation luminaires),30,151919,11002029
2020,Commerce autre,Commerce - Grande Surface de Bricolage,GSB - Zone découpe matériau,4,10191,640047
2020,Commerce autre,Commerces et services de détail - Equipement de la maison,Commerces et service de détail - Ameublement - Zone vente,845,924380,70260059
2020,Commerce autre,Commerces et services de détail - Equipement de la maison,Commerces et service de détail - Animalerie - Zone vente,249,187513,20601103
2020,Commerce autre,Commerces et services de détail - Equipement de la maison,Commerces et service de détail - Art de la table - Zone vente,20,6836,614388
2020,Commerce autre,Commerces et services de détail - Equipement de la maison,"Commerces et service de détail - Bricolage, Décoration - Zone vente",290,255896,21929764
2020,Commerce autre,Commerces et services de détail - Equipement de la maison,"Commerces et service de détail - Cuisine, Salles de bains - Zone vente",65,46705,3321736
2020,Commerce autre,Commerces et services de détail - Equipement de la maison,"Commerces et service de détail - Electroménager, Vidéo et HIFI - Zone vente",76,49739,3635070
