annee_consommation,zone_climatique,code_region,code_departement,nom_commune,nombre_declaration,surface_declaree,consommation_declaree,vecteur_energie
Année de référence,H1a,11,91,EPINAY SUR ORGE,20,47682,21597913,Electricite
Année de référence,H1a,11,91,EPINAY SUR ORGE,20,47682,21597913,Gaz
Année de référence,H1a,11,91,ETAMPES,21,44211,10246268,Electricite
Année de référence,H1a,11,91,ETAMPES,21,44211,10246268,Gaz
Année de référence,H1a,11,91,ETIOLLES,6,5611,900576,Electricite
Année de référence,H1a,11,91,ETIOLLES,6,5611,900576,Gaz
Année de référence,H1a,11,91,ETRECHY,14,22064,2756166,Electricite
Année de référence,H1a,11,91,ETRECHY,14,22064,2756166,Gaz
Année de référence,H1a,11,91,FLEURY MEROGIS,17,114268,18718455,Electricite
Année de référence,H1a,11,91,FLEURY MEROGIS,17,114268,18718455,Gaz
Année de référence,H1a,11,91,FONTENAY LES BRIIS,5,6440,1041372,Electricite
Année de référence,H1a,11,91,FONTENAY LES BRIIS,5,6440,1041372,Non spécifié
Année de référence,H1a,11,91,FORGES LES BAINS,4,6866,1221316,Electricite
Année de référence,H1a,11,91,FORGES LES BAINS,4,6866,1221316,Gaz
Année de référence,H1a,11,91,GIF SUR YVETTE,26,84346,11864619,Electricite
Année de référence,H1a,11,91,GIF SUR YVETTE,26,84346,11864619,Gaz
Année de référence,H1a,11,91,GIF SUR YVETTE,26,84346,11864619,Non spécifié
Année de référence,H1a,11,91,GRIGNY,38,98971,16585682,Electricite
Année de référence,H1a,11,91,GRIGNY,38,98971,16585682,Gaz
Année de référence,H1a,11,91,GRIGNY,38,98971,16585682,Reseau de chaleur
Année de référence,H1a,11,91,IGNY,17,46213,8431951,Electricite
Année de référence,H1a,11,91,IGNY,17,46213,8431951,Gaz
Année de référence,H1a,11,91,JUVISY SUR ORGE,30,44080,6958864,Electricite
Année de référence,H1a,11,91,JUVISY SUR ORGE,30,44080,6958864,Fioul
Année de référence,H1a,11,91,JUVISY SUR ORGE,30,44080,6958864,Gaz
Année de référence,H1a,11,91,LA NORVILLE,10,22669,5311467,Electricite
Année de référence,H1a,11,91,LA NORVILLE,10,22669,5311467,Gaz
Année de référence,H1a,11,91,LA VILLE DU BOIS,9,30310,11805802,Electricite
Année de référence,H1a,11,91,LARDY,10,26348,6144313,Electricite
Année de référence,H1a,11,91,LARDY,10,26348,6144313,Gaz
Année de référence,H1a,11,91,LE COUDRAY MONTCEAUX,8,114424,10531207,Electricite
Année de référence,H1a,11,91,LE COUDRAY MONTCEAUX,8,114424,10531207,Gaz
Année de référence,H1a,11,91,LE PLESSIS PATE,4,27137,6975852,Electricite
Année de référence,H1a,11,91,LEUDEVILLE,8,6748,1607400,Electricite
Année de référence,H1a,11,91,LEUDEVILLE,8,6748,1607400,Gaz
Année de référence,H1a,11,91,LIMOURS,10,35300,8892319,Electricite
Année de référence,H1a,11,91,LIMOURS,10,35300,8892319,Gaz
Année de référence,H1a,11,91,LINAS,9,6817,1381930,Electricite
Année de référence,H1a,11,91,LISSES,40,83356,16923024,Electricite
Année de référence,H1a,11,91,LISSES,40,83356,16923024,Gaz
Année de référence,H1a,11,91,LONGJUMEAU,12,67512,13520373,Electricite
Année de référence,H1a,11,91,LONGJUMEAU,12,67512,13520373,Gaz
Année de référence,H1a,11,91,LONGPONT SUR ORGE,6,26891,4302598,Electricite
Année de référence,H1a,11,91,MARCOUSSIS,8,43020,9167772,Electricite
Année de référence,H1a,11,91,MARCOUSSIS,8,43020,9167772,Gaz
Année de référence,H1a,11,91,MAROLLES EN HUREPOIX,3,15591,2026880,Electricite
Année de référence,H1a,11,91,MENNECY,12,13490,3064555,Electricite
Année de référence,H1a,11,91,MENNECY,12,13490,3064555,Gaz
Année de référence,H1a,11,91,MILLY LA FORET,3,14759,4007818,Electricite
Année de référence,H1a,11,91,MONTGERON,17,36626,7858729,Electricite
Année de référence,H1a,11,91,MONTGERON,17,36626,7858729,Fioul
Année de référence,H1a,11,91,MONTGERON,17,36626,7858729,Gaz
Année de référence,H1a,11,91,MONTLHERY,5,20132,3596941,Electricite
Année de référence,H1a,11,91,MONTLHERY,5,20132,3596941,Gaz
Année de référence,H1a,11,91,MORANGIS,17,67086,15334101,Electricite
Année de référence,H1a,11,91,MORANGIS,17,67086,15334101,Gaz
Année de référence,H1a,11,91,MORIGNY CHAMPIGNY,6,39516,6075093,Electricite
Année de référence,H1a,11,91,MORIGNY CHAMPIGNY,6,39516,6075093,Gaz
Année de référence,H1a,11,91,MORSANG SUR ORGE,5,12186,3360081,Electricite
Année de référence,H1a,11,91,MORSANG SUR ORGE,5,12186,3360081,Gaz
Année de référence,H1a,11,91,ORMOY,7,15371,14380408,Electricite
Année de référence,H1a,11,91,ORSAY,25,65426,20374286,Electricite
Année de référence,H1a,11,91,ORSAY,25,65426,20374286,Gaz
Année de référence,H1a,11,91,ORSAY,25,65426,20374286,Non spécifié
Année de référence,H1a,11,91,PARAY VIEILLE POSTE,19,39320,8740223,Electricite
Année de référence,H1a,11,91,PARAY VIEILLE POSTE,19,39320,8740223,Gaz
Année de référence,H1a,11,91,QUINCY SOUS SENART,7,37235,10209789,Electricite
Année de référence,H1a,11,91,QUINCY SOUS SENART,7,37235,10209789,Gaz
Année de référence,H1a,11,91,RIS ORANGIS,14,30083,8312165,Electricite
Année de référence,H1a,11,91,RIS ORANGIS,14,30083,8312165,Gaz
Année de référence,H1a,11,91,SAINT AUBIN,17,16145,2423327,Electricite
Année de référence,H1a,11,91,SAINT GERMAIN LES ARPAJON,6,60790,14261267,Electricite
Année de référence,H1a,11,91,SAINT GERMAIN LES ARPAJON,6,60790,14261267,Gaz
Année de référence,H1a,11,91,SAINT JEAN DE BEAUREGARD,3,482,132809,Electricite
Année de référence,H1a,11,91,SAINT MICHEL SUR ORGE,14,97983,11592701,Electricite
Année de référence,H1a,11,91,SAINT MICHEL SUR ORGE,14,97983,11592701,Gaz
Année de référence,H1a,11,91,SAINT PIERRE DU PERRAY,7,21842,5672138,Electricite
Année de référence,H1a,11,91,SAINT PIERRE DU PERRAY,7,21842,5672138,Gaz
Année de référence,H1a,11,91,SAINTE GENEVIEVE DES BOIS,48,116827,25993124,Electricite
Année de référence,H1a,11,91,SAINTE GENEVIEVE DES BOIS,48,116827,25993124,Gaz
Année de référence,H1a,11,91,SAULX LES CHARTREUX,6,12911,2630868,Electricite
Année de référence,H1a,11,91,SAULX LES CHARTREUX,6,12911,2630868,Gaz
Année de référence,H1a,11,91,SAVIGNY SUR ORGE,23,66019,9469968,Electricite
Année de référence,H1a,11,91,SAVIGNY SUR ORGE,23,66019,9469968,Fioul
Année de référence,H1a,11,91,SAVIGNY SUR ORGE,23,66019,9469968,Gaz
Année de référence,H1a,11,91,SOISY SUR ECOLE,5,1473,408551,Electricite
Année de référence,H1a,11,91,SOISY SUR ECOLE,5,1473,408551,Gaz
Année de référence,H1a,11,91,SOISY SUR SEINE,6,24513,3248269,Electricite
Année de référence,H1a,11,91,SOISY SUR SEINE,6,24513,3248269,Gaz
Année de référence,H1a,11,91,TIGERY,6,43312,6931538,Electricite
Année de référence,H1a,11,91,TIGERY,6,43312,6931538,Gaz
Année de référence,H1a,11,91,VARENNES JARCY,3,3302,524283,Electricite
Année de référence,H1a,11,91,VARENNES JARCY,3,3302,524283,Gaz
Année de référence,H1a,11,91,VAUHALLAN,3,5243,858106,Electricite
Année de référence,H1a,11,91,VAUHALLAN,3,5243,858106,Non spécifié
Année de référence,H1a,11,91,VERRIERES LE BUISSON,21,50898,11590626,Bois
Année de référence,H1a,11,91,VERRIERES LE BUISSON,21,50898,11590626,Electricite
Année de référence,H1a,11,91,VERRIERES LE BUISSON,21,50898,11590626,Gaz
Année de référence,H1a,11,91,VERT LE GRAND,3,8636,2977877,Non spécifié
Année de référence,H1a,11,91,VIGNEUX SUR SEINE,29,64595,13705747,Electricite
Année de référence,H1a,11,91,VIGNEUX SUR SEINE,29,64595,13705747,Fioul
Année de référence,H1a,11,91,VIGNEUX SUR SEINE,29,64595,13705747,Gaz
Année de référence,H1a,11,91,VILLABE,31,257925,28157007,Electricite
Année de référence,H1a,11,91,VILLABE,31,257925,28157007,Gaz
Année de référence,H1a,11,91,VILLEBON SUR YVETTE,30,92171,22961808,Electricite
Année de référence,H1a,11,91,VILLEBON SUR YVETTE,30,92171,22961808,Gaz
Année de référence,H1a,11,91,VILLEJUST,8,42188,2752623,Electricite
Année de référence,H1a,11,91,VILLEJUST,8,42188,2752623,Gaz
Année de référence,H1a,11,91,VILLEMOISSON SUR ORGE,9,22902,5068579,Electricite
Année de référence,H1a,11,91,VILLEMOISSON SUR ORGE,9,22902,5068579,Gaz
Année de référence,H1a,11,91,VILLIERS SUR ORGE,4,23558,5746327,Electricite
Année de référence,H1a,11,91,VILLIERS SUR ORGE,4,23558,5746327,Gaz
Année de référence,H1a,11,91,VIRY CHATILLON,37,85188,19551976,Electricite
Année de référence,H1a,11,91,VIRY CHATILLON,37,85188,19551976,Gaz
Année de référence,H1a,11,91,WISSOUS,31,153504,28083189,Electricite
Année de référence,H1a,11,91,WISSOUS,31,153504,28083189,Gaz
Année de référence,H1a,11,91,YERRES,3,10138,4392328,Electricite
Année de référence,H1a,11,92,BAGNEUX,37,143564,25069147,Electricite
Année de référence,H1a,11,92,BAGNEUX,37,143564,25069147,Gaz
Année de référence,H1a,11,92,BOIS COLOMBES,33,160601,24069095,Electricite
Année de référence,H1a,11,92,BOIS COLOMBES,33,160601,24069095,Gaz
Année de référence,H1a,11,92,BOURG LA REINE,28,99408,13764086,Electricite
Année de référence,H1a,11,92,BOURG LA REINE,28,99408,13764086,Gaz
Année de référence,H1a,11,92,CHATENAY MALABRY,18,90392,15415639,Electricite
Année de référence,H1a,11,92,CHATENAY MALABRY,18,90392,15415639,Gaz
Année de référence,H1a,11,92,CHAVILLE,19,54024,11212868,Electricite
Année de référence,H1a,11,92,CHAVILLE,19,54024,11212868,Gaz
Année de référence,H1a,11,92,CLICHY LA GARENNE,30,87513,12298628,Electricite
Année de référence,H1a,11,92,CLICHY LA GARENNE,30,87513,12298628,Reseau de chaleur
Année de référence,H1a,11,92,FONTENAY AUX ROSES,20,124820,27337040,Electricite
Année de référence,H1a,11,92,FONTENAY AUX ROSES,20,124820,27337040,Gaz
Année de référence,H1a,11,92,LA GARENNE COLOMBES,27,81837,17395011,Electricite
Année de référence,H1a,11,92,LA GARENNE COLOMBES,27,81837,17395011,Gaz
Année de référence,H1a,11,92,MALAKOFF,51,141928,26664348,Electricite
Année de référence,H1a,11,92,MALAKOFF,51,141928,26664348,Gaz
Année de référence,H1a,11,92,SCEAUX,13,47882,12565315,Electricite
Année de référence,H1a,11,92,SCEAUX,13,47882,12565315,Gaz
Année de référence,H1a,11,92,SEVRES,46,129027,24196621,Electricite
Année de référence,H1a,11,92,SEVRES,46,129027,24196621,Gaz
Année de référence,H1a,11,92,VANVES,35,113062,27674630,Electricite
Année de référence,H1a,11,92,VANVES,35,113062,27674630,Gaz
Année de référence,H1a,11,92,VAUCRESSON,5,14901,3756000,Electricite
Année de référence,H1a,11,92,VAUCRESSON,5,14901,3756000,Gaz
Année de référence,H1a,11,92,VILLE D AVRAY,11,45024,8525839,Electricite
Année de référence,H1a,11,92,VILLE D AVRAY,11,45024,8525839,Gaz
Année de référence,H1a,11,93,BAGNOLET,54,190972,33032354,Electricite
Année de référence,H1a,11,93,BAGNOLET,54,190972,33032354,Gaz
Année de référence,H1a,11,93,BAGNOLET,54,190972,33032354,Reseau de chaleur
Année de référence,H1a,11,93,BONDY,24,125697,29363649,Electricite
Année de référence,H1a,11,93,BONDY,24,125697,29363649,Gaz
Année de référence,H1a,11,93,BONDY,24,125697,29363649,Reseau de chaleur
Année de référence,H1a,11,93,CLICHY SOUS BOIS,37,129102,18920703,Electricite
Année de référence,H1a,11,93,CLICHY SOUS BOIS,37,129102,18920703,Gaz
Année de référence,H1a,11,93,CLICHY SOUS BOIS,37,129102,18920703,Reseau de chaleur
Année de référence,H1a,11,93,DRANCY,39,124458,29915279,Electricite
Année de référence,H1a,11,93,DRANCY,39,124458,29915279,Gaz
Année de référence,H1a,11,93,DUGNY,3,24678,3132288,Electricite
Année de référence,H1a,11,93,DUGNY,3,24678,3132288,Gaz
Année de référence,H1a,11,93,EPINAY SUR SEINE,26,108688,16699606,Electricite
Année de référence,H1a,11,93,EPINAY SUR SEINE,26,108688,16699606,Gaz
Année de référence,H1a,11,93,GAGNY,32,98026,15348957,Electricite
Année de référence,H1a,11,93,GAGNY,32,98026,15348957,Gaz
Année de référence,H1a,11,93,L ILE SAINT DENIS,12,15638,1946908,Electricite
Année de référence,H1a,11,93,L ILE SAINT DENIS,12,15638,1946908,Gaz
Année de référence,H1a,11,93,LE BLANC MESNIL,42,151053,26775859,Electricite
Année de référence,H1a,11,93,LE BLANC MESNIL,42,151053,26775859,Gaz
Année de référence,H1a,11,93,LE BOURGET,21,74367,13251840,Electricite
Année de référence,H1a,11,93,LE BOURGET,21,74367,13251840,Gaz
Année de référence,H1a,11,93,LE BOURGET,21,74367,13251840,Reseau de chaleur
Année de référence,H1a,11,93,LE PRE SAINT GERVAIS,26,69200,13717916,Electricite
Année de référence,H1a,11,93,LE PRE SAINT GERVAIS,26,69200,13717916,Gaz
Année de référence,H1a,11,93,LE RAINCY,7,18294,4786245,Electricite
Année de référence,H1a,11,93,LE RAINCY,7,18294,4786245,Gaz
Année de référence,H1a,11,93,LES LILAS,5,22422,5722753,Electricite
Année de référence,H1a,11,93,LES LILAS,5,22422,5722753,Gaz
Année de référence,H1a,11,93,LES PAVILLONS SOUS BOIS,18,60521,12223187,Electricite
Année de référence,H1a,11,93,LES PAVILLONS SOUS BOIS,18,60521,12223187,Gaz
Année de référence,H1a,11,93,LIVRY GARGAN,20,73077,18375197,Electricite
Année de référence,H1a,11,93,LIVRY GARGAN,20,73077,18375197,Gaz
Année de référence,H1a,11,93,MONTFERMEIL,7,93108,22787281,Electricite
Année de référence,H1a,11,93,MONTFERMEIL,7,93108,22787281,Gaz
Année de référence,H1a,11,93,NEUILLY PLAISANCE,10,22265,3507736,Electricite
Année de référence,H1a,11,93,NEUILLY PLAISANCE,10,22265,3507736,Gaz
Année de référence,H1a,11,93,NOISY LE SEC,41,139719,20067087,Electricite
Année de référence,H1a,11,93,NOISY LE SEC,41,139719,20067087,Gaz
Année de référence,H1a,11,93,PAVILLONS SOUS BOIS,4,10332,1708803,Electricite
Année de référence,H1a,11,93,PAVILLONS SOUS BOIS,4,10332,1708803,Gaz
Année de référence,H1a,11,93,PIERREFITTE SUR SEINE,29,94781,13902062,Electricite
Année de référence,H1a,11,93,PIERREFITTE SUR SEINE,29,94781,13902062,Gaz
Année de référence,H1a,11,93,PIERREFITTE SUR SEINE,29,94781,13902062,Reseau de chaleur
Année de référence,H1a,11,93,ROMAINVILLE,15,47500,13226061,Electricite
Année de référence,H1a,11,93,ROMAINVILLE,15,47500,13226061,Gaz
Année de référence,H1a,11,93,SEVRAN,25,97921,26084933,Electricite
Année de référence,H1a,11,93,SEVRAN,25,97921,26084933,Gaz
Année de référence,H1a,11,93,SEVRAN,25,97921,26084933,Reseau de chaleur
Année de référence,H1a,11,93,STAINS,16,86476,13637754,Electricite
Année de référence,H1a,11,93,STAINS,16,86476,13637754,Gaz
Année de référence,H1a,11,93,STAINS,16,86476,13637754,Reseau de chaleur
Année de référence,H1a,11,93,VAUJOURS,4,38829,7306540,Electricite
Année de référence,H1a,11,93,VAUJOURS,4,38829,7306540,Gaz
Année de référence,H1a,11,93,VILLEMOMBLE,36,122976,30693534,Electricite
Année de référence,H1a,11,93,VILLEMOMBLE,36,122976,30693534,Gaz
Année de référence,H1a,11,93,VILLETANEUSE,6,30131,7055897,Electricite
Année de référence,H1a,11,93,VILLETANEUSE,6,30131,7055897,Gaz
Année de référence,H1a,11,94,ALFORTVILLE,27,59364,14139528,Electricite
Année de référence,H1a,11,94,ALFORTVILLE,27,59364,14139528,Gaz
Année de référence,H1a,11,94,ALFORTVILLE,27,59364,14139528,Reseau de chaleur
Année de référence,H1a,11,94,ARCUEIL,51,127975,24361087,Electricite
Année de référence,H1a,11,94,ARCUEIL,51,127975,24361087,Gaz
Année de référence,H1a,11,94,ARCUEIL,51,127975,24361087,Reseau de chaleur
Année de référence,H1a,11,94,BOISSY SAINT LEGER,19,57553,12267320,Electricite
Année de référence,H1a,11,94,BOISSY SAINT LEGER,19,57553,12267320,Gaz
Année de référence,H1a,11,94,CACHAN,24,91355,17395011,Electricite
Année de référence,H1a,11,94,CACHAN,24,91355,17395011,Gaz
Année de référence,H1a,11,94,CACHAN,24,91355,17395011,Reseau de chaleur
Année de référence,H1a,11,94,CHAMPIGNY SUR MARNE,30,113034,22454686,Electricite
Année de référence,H1a,11,94,CHAMPIGNY SUR MARNE,30,113034,22454686,Gaz
Année de référence,H1a,11,94,CHENNEVIERES SUR MARNE,19,152233,19810780,Electricite
Année de référence,H1a,11,94,CHENNEVIERES SUR MARNE,19,152233,19810780,Gaz
Année de référence,H1a,11,94,CHEVILLY LARUE,83,161366,32427003,Electricite
Année de référence,H1a,11,94,CHEVILLY LARUE,83,161366,32427003,Fioul
Année de référence,H1a,11,94,CHEVILLY LARUE,83,161366,32427003,Gaz
Année de référence,H1a,11,94,CHEVILLY LARUE,83,161366,32427003,Reseau de chaleur
Année de référence,H1a,11,94,CHOISY LE ROI,23,106691,18862176,Electricite
Année de référence,H1a,11,94,CHOISY LE ROI,23,106691,18862176,Gaz
Année de référence,H1a,11,94,CHOISY LE ROI,23,106691,18862176,Non spécifié
Année de référence,H1a,11,94,FRESNES,78,155948,22367125,Electricite
Année de référence,H1a,11,94,FRESNES,78,155948,22367125,Gaz
Année de référence,H1a,11,94,FRESNES,78,155948,22367125,Reseau de chaleur
Année de référence,H1a,11,94,GENTILLY,15,132070,17623154,Electricite
Année de référence,H1a,11,94,GENTILLY,15,132070,17623154,Reseau de chaleur
Année de référence,H1a,11,94,JOINVILLE LE PONT,9,30759,5250641,Electricite
Année de référence,H1a,11,94,JOINVILLE LE PONT,9,30759,5250641,Gaz
Année de référence,H1a,11,94,L HAY LES ROSES,10,46013,12740226,Electricite
Année de référence,H1a,11,94,L HAY LES ROSES,10,46013,12740226,Gaz
Année de référence,H1a,11,94,L HAY LES ROSES,10,46013,12740226,Reseau de chaleur
Année de référence,H1a,11,94,LA QUEUE EN BRIE,7,26069,4579914,Electricite
Année de référence,H1a,11,94,LA QUEUE EN BRIE,7,26069,4579914,Gaz
Année de référence,H1a,11,94,LE PERREUX SUR MARNE,45,80163,14185788,Electricite
Année de référence,H1a,11,94,LE PERREUX SUR MARNE,45,80163,14185788,Gaz
Année de référence,H1a,11,94,LE PLESSIS TREVISE,4,11353,2108758,Electricite
Année de référence,H1a,11,94,LE PLESSIS TREVISE,4,11353,2108758,Gaz
Année de référence,H1a,11,94,LIMEIL BREVANNES,14,105732,20892882,Electricite
Année de référence,H1a,11,94,MAISONS ALFORT,22,112974,22074256,Electricite
Année de référence,H1a,11,94,MAISONS ALFORT,22,112974,22074256,Gaz
Année de référence,H1a,11,94,MAISONS ALFORT,22,112974,22074256,Reseau de chaleur
Année de référence,H1a,11,94,MANDRES LES ROSES,4,23655,4507567,Electricite
Année de référence,H1a,11,94,MANDRES LES ROSES,4,23655,4507567,Gaz
Année de référence,H1a,11,94,MAROLLES EN BRIE,8,17914,2812176,Electricite
Année de référence,H1a,11,94,MAROLLES EN BRIE,8,17914,2812176,Gaz
Année de référence,H1a,11,94,NOGENT SUR MARNE,51,162222,30822818,Electricite
Année de référence,H1a,11,94,NOGENT SUR MARNE,51,162222,30822818,Gaz
Année de référence,H1a,11,94,NOISEAU,8,11427,2674371,Electricite
Année de référence,H1a,11,94,NOISEAU,8,11427,2674371,Gaz
Année de référence,H1a,11,94,ORMESSON SUR MARNE,12,44509,16408763,Electricite
Année de référence,H1a,11,94,ORMESSON SUR MARNE,12,44509,16408763,Gaz
Année de référence,H1a,11,94,PARAY VIEILLE POSTE,4,20194,5138240,Electricite
Année de référence,H1a,11,94,PARAY VIEILLE POSTE,4,20194,5138240,Non spécifié
Année de référence,H1a,11,94,PARIS,3,32746,5453404,Non spécifié
Année de référence,H1a,11,94,SAINT MANDE,21,89081,20695805,Electricite
Année de référence,H1a,11,94,SAINT MANDE,21,89081,20695805,Gaz
Année de référence,H1a,11,94,SAINT MAURICE,17,67180,15693656,Electricite
Année de référence,H1a,11,94,SAINT MAURICE,17,67180,15693656,Gaz
Année de référence,H1a,11,94,SANTENY,5,91046,11175584,Electricite
Année de référence,H1a,11,94,SANTENY,5,91046,11175584,Gaz
Année de référence,H1a,11,94,SUCY EN BRIE,28,84816,17067610,Electricite
Année de référence,H1a,11,94,SUCY EN BRIE,28,84816,17067610,Gaz
Année de référence,H1a,11,94,SUCY EN BRIE,28,84816,17067610,Non spécifié
Année de référence,H1a,11,94,VALENTON,12,76853,19477491,Electricite
Année de référence,H1a,11,94,VALENTON,12,76853,19477491,Gaz
Année de référence,H1a,11,94,VILLECRESNES,6,21462,4095692,Electricite
Année de référence,H1a,11,94,VILLECRESNES,6,21462,4095692,Gaz
Année de référence,H1a,11,94,VILLIERS SUR MARNE,10,48330,7775403,Electricite
